run_at_pacific,post_id,account,series,ref,media_id,status,detail
2026-09-14T12:15:37.473960-07:00,re-en-day-04,fb:414239392030697,RE Single EN,Day 04,414239392030697_122227612346048227,ok,
2026-09-14T12:15:37.473960-07:00,rq-02-en,ig:ramonhouses,RE Quote EN,Card 02,17908447920537658,ok,
2026-09-14T12:15:37.473960-07:00,rq-02-en,fb:414239392030697,RE Quote EN,Card 02,414239392030697_122227612436048227,ok,
2026-09-14T16:04:39.896752-07:00,r2b-day-015,ig:growthwealth,Round 2b,Day 015,18091930319652039,ok,
2026-09-14T16:04:39.896752-07:00,r2b-day-015,fb:543998318793132,Round 2b,Day 015,543998318793132_122179888922716289,ok,
2026-09-15T06:26:38.682412-07:00,r2-day-016,ig:growthwealth,Round 2,Day 016,18421030606144877,ok,
2026-09-15T06:26:38.682412-07:00,r2-day-016,fb:543998318793132,Round 2,Day 016,543998318793132_122179941296716289,ok,
2026-09-15T09:00:48.236667-07:00,bs-05-p1-es,ig:ramonhouses,Blog Series ES,Blog 05 Part 1,18138575497660986,ok,
2026-09-15T09:00:48.236667-07:00,bs-05-p1-es,fb:414239392030697,Blog Series ES,Blog 05 Part 1,414239392030697_122227734308048227,ok,
2026-09-15T11:06:25.863900-07:00,car-en-w03a,ig:ramonhouses,Carousel EN,w03a,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-15T11:06:25.863900-07:00,car-en-w03a,fb:414239392030697,Carousel EN,w03a,414239392030697_122227746686048227,ok,
2026-09-15T11:06:25.863900-07:00,car-en-w03a,li:person,Carousel EN,w03a,urn:li:ugcPost:7505688663595372544,ok,
2026-09-15T14:06:21.560505-07:00,car-en-w03a,ig:ramonhouses,Carousel EN,w03a,18133625329646806,ok,
2026-09-15T14:06:21.560505-07:00,r2b-day-016,ig:growthwealth,Round 2b,Day 016,18076370948709202,ok,
2026-09-15T14:06:21.560505-07:00,r2b-day-016,fb:543998318793132,Round 2b,Day 016,543998318793132_122179966358716289,ok,
2026-09-15T14:06:21.560505-07:00,bs-05-p1-en,ig:ramonhouses,Blog Series EN,Blog 05 Part 1,18114760375822458,ok,
2026-09-15T14:06:21.560505-07:00,bs-05-p1-en,fb:414239392030697,Blog Series EN,Blog 05 Part 1,414239392030697_122227756766048227,ok,
2026-09-15T14:06:21.560505-07:00,bs-05-p1-en,li:person,Blog Series EN,Blog 05 Part 1,urn:li:share:7505734147991138304,ok,
2026-09-16T06:25:56.838293-07:00,r2-day-017,ig:growthwealth,Round 2,Day 017,17957215767238781,ok,
2026-09-16T06:25:56.838293-07:00,r2-day-017,fb:543998318793132,Round 2,Day 017,543998318793132_122180025986716289,ok,
2026-09-16T11:08:13.080130-07:00,car-es-w03a,ig:ramonhouses,Carousel ES,w03a,18151212793543669,ok,
2026-09-16T11:08:13.080130-07:00,car-es-w03a,fb:414239392030697,Carousel ES,w03a,414239392030697_122227819022048227,ok,
2026-09-16T15:03:36.246714-07:00,r2b-day-017,ig:growthwealth,Round 2b,Day 017,17948170827056301,ok,
2026-09-16T15:03:36.246714-07:00,r2b-day-017,fb:543998318793132,Round 2b,Day 017,543998318793132_122180054906716289,ok,
2026-09-16T15:03:36.246714-07:00,rq-03-es,ig:ramonhouses,RE Quote ES,Card 03,18133299202730564,ok,
2026-09-16T15:03:36.246714-07:00,rq-03-es,fb:414239392030697,RE Quote ES,Card 03,414239392030697_122227833512048227,ok,
2026-09-17T04:32:23.060460-07:00,r2-day-018,ig:growthwealth,Round 2,Day 018,18098815001561152,ok,
2026-09-17T04:32:23.060460-07:00,r2-day-018,fb:543998318793132,Round 2,Day 018,543998318793132_122180100164716289,ok,
2026-09-17T09:50:42.019535-07:00,bs-05-p2-es,ig:ramonhouses,Blog Series ES,Blog 05 Part 2,18128797906702516,ok,
2026-09-17T09:50:42.019535-07:00,bs-05-p2-es,fb:414239392030697,Blog Series ES,Blog 05 Part 2,414239392030697_122227907432048227,ok,
2026-09-17T13:11:50.025609-07:00,re-es-day-04,ig:ramonhouses,RE Single ES,Day 04,18335101783277342,ok,
2026-09-17T13:11:50.025609-07:00,re-es-day-04,fb:414239392030697,RE Single ES,Day 04,414239392030697_122227919618048227,ok,
2026-09-17T13:11:50.025609-07:00,bs-05-p2-es,li:person,Blog Series ES,Blog 05 Part 2,urn:li:share:7506444908593975296,ok,
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-en,ig:ramonhouses,Open House,461 Carlsen Pl R3149832,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-en,fb:414239392030697,Open House,461 Carlsen Pl R3149832,,error,"HTTP 400: {""error"":{""message"":""Missing or invalid image file"",""type"":""OAuthException"",""code"":324,""error_subcode"":2069019,""is_transient"":true,""error_user_title"":""Image Required"",""error_user_msg"":""Make sure your Page post includes an image that can be used in an ad."",""fbtrace_id"":""Ani1SExRlqVFBTMl9NCh"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-en,li:person,Open House,461 Carlsen Pl R3149832,,error,HTTP Error 404: Not Found
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-es,ig:ramonhouses,Open House,461 Carlsen Pl R3149832,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-es,fb:414239392030697,Open House,461 Carlsen Pl R3149832,,error,"HTTP 400: {""error"":{""message"":""Missing or invalid image file"",""type"":""OAuthException"",""code"":324,""error_subcode"":2069019,""is_transient"":true,""error_user_title"":""Image Required"",""error_user_msg"":""Make sure your Page post includes an image that can be used in an ad."",""fbtrace_id"":""Agx5GFZXkuRoKGsRpcNS"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-19-461-carlsen-es,li:person,Open House,461 Carlsen Pl R3149832,,error,HTTP Error 404: Not Found
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-en,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-en,fb:414239392030697,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Missing or invalid image file"",""type"":""OAuthException"",""code"":324,""error_subcode"":2069019,""is_transient"":true,""error_user_title"":""Image Required"",""error_user_msg"":""Make sure your Page post includes an image that can be used in an ad."",""fbtrace_id"":""Aax28rd3Uu0xlLyqw9je"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-en,li:person,Open House,1-20723 Fraser Hwy R3139875,,error,HTTP Error 404: Not Found
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-es,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-es,fb:414239392030697,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Missing or invalid image file"",""type"":""OAuthException"",""code"":324,""error_subcode"":2069019,""is_transient"":true,""error_user_title"":""Image Required"",""error_user_msg"":""Make sure your Page post includes an image that can be used in an ad."",""fbtrace_id"":""A4r0xvMwu9w42Eum4BZL"
2026-09-17T14:39:29.453869-07:00,oh-2026-09-20-th01-fraser-es,li:person,Open House,1-20723 Fraser Hwy R3139875,,error,HTTP Error 404: Not Found
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-en,ig:ramonhouses,Open House,461 Carlsen Pl R3149832,17984237133097657,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-en,fb:414239392030697,Open House,461 Carlsen Pl R3149832,414239392030697_122227923716048227,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-en,li:person,Open House,461 Carlsen Pl R3149832,urn:li:share:7506468320729178112,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-es,ig:ramonhouses,Open House,461 Carlsen Pl R3149832,17991843227847071,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-es,fb:414239392030697,Open House,461 Carlsen Pl R3149832,414239392030697_122227923800048227,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-19-461-carlsen-es,li:person,Open House,461 Carlsen Pl R3149832,urn:li:share:7506468394620178433,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-en,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-en,fb:414239392030697,Open House,1-20723 Fraser Hwy R3139875,414239392030697_122227923896048227,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-en,li:person,Open House,1-20723 Fraser Hwy R3139875,urn:li:share:7506468416916963328,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-es,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,17898959082672507,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-es,fb:414239392030697,Open House,1-20723 Fraser Hwy R3139875,414239392030697_122227924016048227,ok,
2026-09-17T14:44:50.317709-07:00,oh-2026-09-20-th01-fraser-es,li:person,Open House,1-20723 Fraser Hwy R3139875,urn:li:share:7506468491697438720,ok,
2026-09-17T14:47:03.324712-07:00,oh-2026-09-20-th01-fraser-en,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,,error,"HTTP 400: {""error"":{""message"":""Only photo or video can be accepted as media type."",""type"":""OAuthException"",""code"":9004,""error_subcode"":2207052,""is_transient"":false,""error_user_title"":""Media download has failed. The media URI doesn't meet our requirements."",""error_user_msg"":""The media could not be fe"
2026-09-17T14:51:31.782897-07:00,oh-2026-09-20-th01-fraser-en,ig:ramonhouses,Open House,1-20723 Fraser Hwy R3139875,18063733601685284,ok,
2026-09-17T16:30:16.171721-07:00,r2b-day-018,ig:growthwealth,Round 2b,Day 018,18000212225795755,ok,
2026-09-17T16:30:16.171721-07:00,r2b-day-018,fb:543998318793132,Round 2b,Day 018,543998318793132_122180153546716289,ok,
2026-09-17T16:30:16.171721-07:00,bs-05-p2-en,ig:ramonhouses,Blog Series EN,Blog 05 Part 2,18103875016967128,ok,
2026-09-17T16:30:16.171721-07:00,bs-05-p2-en,fb:414239392030697,Blog Series EN,Blog 05 Part 2,414239392030697_122227929956048227,ok,
2026-09-17T16:30:16.171721-07:00,bs-05-p2-en,li:person,Blog Series EN,Blog 05 Part 2,urn:li:share:7506494881897312256,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-en,ig:ramonhouses,Just Sold,5-35287 Old Yale Rd R3131460,18220217044339525,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-en,fb:414239392030697,Just Sold,5-35287 Old Yale Rd R3131460,414239392030697_122227948190048227,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-en,li:person,Just Sold,5-35287 Old Yale Rd R3131460,urn:li:share:7506578829914861568,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-es,ig:ramonhouses,Just Sold,5-35287 Old Yale Rd R3131460,18029201906855009,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-es,fb:414239392030697,Just Sold,5-35287 Old Yale Rd R3131460,414239392030697_122227948304048227,ok,
2026-09-17T22:04:00.863012-07:00,sold-2026-09-17-th05-old-yale-es,li:person,Just Sold,5-35287 Old Yale Rd R3131460,urn:li:share:7506578904170672129,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-en,ig:ramonhouses,Just Sold,5-35287 Old Yale Rd R3131460,18631564885037266,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-en,fb:414239392030697,Just Sold,5-35287 Old Yale Rd R3131460,414239392030697_122227958228048227,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-en,li:person,Just Sold,5-35287 Old Yale Rd R3131460,urn:li:share:7506625753950892032,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-es,ig:ramonhouses,Just Sold,5-35287 Old Yale Rd R3131460,18126292903840427,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-es,fb:414239392030697,Just Sold,5-35287 Old Yale Rd R3131460,414239392030697_122227958348048227,ok,
2026-09-18T01:10:31.104858-07:00,sold-2026-09-18-th05-old-yale-es,li:person,Just Sold,5-35287 Old Yale Rd R3131460,urn:li:share:7506625832103370752,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-en,ig:ramonhouses,Price Reduced,1-20723 Fraser Hwy R3139875,18094695170390640,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-en,fb:414239392030697,Price Reduced,1-20723 Fraser Hwy R3139875,414239392030697_122227958528048227,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-en,li:person,Price Reduced,1-20723 Fraser Hwy R3139875,urn:li:share:7506625906526928898,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-es,ig:ramonhouses,Price Reduced,1-20723 Fraser Hwy R3139875,18097751276644986,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-es,fb:414239392030697,Price Reduced,1-20723 Fraser Hwy R3139875,414239392030697_122227958672048227,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-th01-fraser-es,li:person,Price Reduced,1-20723 Fraser Hwy R3139875,urn:li:share:7506625984771715072,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-en,ig:ramonhouses,New Listing,418-2493 Montrose Ave R3164794,18109796996269885,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-en,fb:414239392030697,New Listing,418-2493 Montrose Ave R3164794,414239392030697_122227958840048227,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-en,li:person,New Listing,418-2493 Montrose Ave R3164794,urn:li:share:7506626063523860480,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-es,ig:ramonhouses,New Listing,418-2493 Montrose Ave R3164794,17875409658565689,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-es,fb:414239392030697,New Listing,418-2493 Montrose Ave R3164794,414239392030697_122227958960048227,ok,
2026-09-18T01:10:31.104858-07:00,listed-2026-09-18-418-montrose-es,li:person,New Listing,418-2493 Montrose Ave R3164794,urn:li:share:7506626139696832512,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-en,ig:ramonhouses,Price Reduced,809-1133 Hornby St R3159852,18088202399690161,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-en,fb:414239392030697,Price Reduced,809-1133 Hornby St R3159852,414239392030697_122227959104048227,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-en,li:person,Price Reduced,809-1133 Hornby St R3159852,urn:li:share:7506626227324174336,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-es,ig:ramonhouses,Price Reduced,809-1133 Hornby St R3159852,18068815718760539,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-es,fb:414239392030697,Price Reduced,809-1133 Hornby St R3159852,414239392030697_122227959236048227,ok,
2026-09-18T01:10:31.104858-07:00,reduced-2026-09-18-809-hornby-es,li:person,Price Reduced,809-1133 Hornby St R3159852,urn:li:share:7506626279169839104,ok,
2026-09-18T02:36:45.319681-07:00,r2-day-019,ig:growthwealth,Round 2,Day 019,18100542614296743,ok,
2026-09-18T02:36:45.319681-07:00,r2-day-019,fb:543998318793132,Round 2,Day 019,543998318793132_122180213030716289,ok,
2026-09-18T11:19:07.812678-07:00,reel-en-w03a,ig:ramonhouses,Reel EN,w03a,18203769781372101,ok,
2026-09-18T11:19:07.812678-07:00,reel-en-w03a,fb:414239392030697,Reel EN,w03a,1868621924503021,ok,
2026-09-18T14:11:34.801408-07:00,r2b-day-019,ig:growthwealth,Round 2b,Day 019,18100868453460975,ok,
2026-09-18T14:11:34.801408-07:00,r2b-day-019,fb:543998318793132,Round 2b,Day 019,543998318793132_122180262716716289,ok,
2026-09-18T14:11:34.801408-07:00,rq-04-en,ig:ramonhouses,RE Quote EN,Card 04,17996363475008905,ok,
2026-09-18T14:11:34.801408-07:00,rq-04-en,fb:414239392030697,RE Quote EN,Card 04,414239392030697_122228005412048227,ok,
2026-09-18T14:11:34.801408-07:00,rq-04-en,li:person,RE Quote EN,Card 04,urn:li:share:7506822407794507776,ok,
2026-09-18T17:10:29.547944-07:00,reel-en-w03a,yt,Reel EN,w03a,eX9TKO5hCsg,ok,
2026-09-18T21:54:15.250831-07:00,car-es-w03a,ig:ramonhouses,Carousel ES,w03a,17956015011238380,ok,
2026-09-18T21:54:15.250831-07:00,car-es-w03a,fb:414239392030697,Carousel ES,w03a,414239392030697_122228037044048227,ok,
2026-09-18T21:57:04.822307-07:00,car-es-w03a,ig:ramonhouses,Carousel ES,w03a,18085329377300339,ok,
2026-09-18T21:57:04.822307-07:00,car-es-w03a,fb:414239392030697,Carousel ES,w03a,414239392030697_122228037932048227,ok,
2026-09-18T22:02:24.397899-07:00,car-es-w03a,ig:ramonhouses,Carousel ES,w03a,18284315569290957,ok,
2026-09-18T22:02:24.397899-07:00,car-es-w03a,fb:414239392030697,Carousel ES,w03a,414239392030697_122228038916048227,ok,
2026-09-18T22:02:24.397899-07:00,car-es-w03a,threads,Carousel ES,w03a,,error,"HTTP 400: {""error"":{""message"":""Unsupported post request. Object with ID '17841405720640790' does not exist, cannot be loaded due to missing permissions, or does not support this operation. Please read the Graph API documentation at https:\/\/developers.facebook.com\/docs\/graph-api"",""type"":""GraphMet"
2026-09-18T22:05:49.249483-07:00,test-carousel-multi,ig:ramonhouses,Test Carousel,tc1,18355739755301393,ok,
2026-09-18T22:05:49.249483-07:00,test-carousel-multi,fb:414239392030697,Test Carousel,tc1,414239392030697_122228039624048227,ok,
2026-09-18T22:05:49.249483-07:00,test-carousel-multi,threads,Test Carousel,tc1,,error,"HTTP 400: {""error"":{""message"":""Unsupported post request. Object with ID '17841405720640790' does not exist, cannot be loaded due to missing permissions, or does not support this operation. Please read the Graph API documentation at https:\/\/developers.facebook.com\/docs\/graph-api"",""type"":""GraphMet"
2026-09-18T22:05:49.249483-07:00,test-reel-video,ig:ramonhouses,Test Reel,tr1,,error,container 18457077862190689 reported ERROR
2026-09-18T22:05:49.249483-07:00,test-reel-video,fb:414239392030697,Test Reel,tr1,,error,"HTTP 400: {""error"":{""message"":""Unable to fetch video file from URL."",""type"":""OAuthException"",""code"":389,""error_subcode"":1363057,""is_transient"":false,""error_user_title"":""Unable to fetch video file from URL"",""error_user_msg"":""Unable to fetch video file from URL."",""fbtrace_id"":""AFT_DaVdlo9YmXf3NUGLBcG"""
2026-09-18T22:05:49.249483-07:00,test-reel-video,yt,Test Reel,tr1,,error,HTTP Error 404: Not Found
2026-09-18T22:12:18.435534-07:00,test-reel-video,ig:ramonhouses,Test Reel,tr1,18114824489068956,ok,
2026-09-18T22:12:18.435534-07:00,test-reel-video,fb:414239392030697,Test Reel,tr1,3177387445794059,ok,
2026-09-18T22:12:18.435534-07:00,test-reel-video,yt,Test Reel,tr1,IIgBZ6CuPdM,ok,
